spa,msl,spa_n_caracteres,spa_n_palabras,spa_n_tokens_unicos,spa_longitud_media_palabra,spa_ratio_diversidad,msl_n_caracteres,msl_n_palabras,msl_n_tokens_unicos,msl_longitud_media_palabra,msl_ratio_diversidad,compresion_palabras,ratio_compresion,bin_long_spa
ayer estuve allí,ayer allí estar,16.0,3.0,3.0,4.666666666666667,1.0,15.0,3.0,3.0,4.333333333333333,1.0,0.0,1.0,3 palabras
TOM vió a ANA ayer,"ayer ANA ella, TOM ver",18.0,5.0,5.0,2.8,1.0,22.0,5.0,5.0,3.4,1.0,0.0,1.0,5 palabras
el se fue a casa ayer,ayer casa ahí él ir,21.0,6.0,6.0,2.6666666666666665,1.0,19.0,5.0,5.0,3.0,1.0,1.0,0.8333333333333334,6 palabras
ayer no comí,ayer yo comer nada,12.0,3.0,3.0,3.3333333333333335,1.0,18.0,4.0,4.0,3.75,1.0,-1.0,1.3333333333333333,3 palabras
ayer le ayudé,"ayer él, yo ayudar",13.0,3.0,3.0,3.6666666666666665,1.0,18.0,4.0,4.0,3.5,1.0,-1.0,1.3333333333333333,3 palabras
ayer les ayudé,"ayer ellos, yo ayudar",14.0,3.0,3.0,4.0,1.0,21.0,4.0,4.0,4.25,1.0,-1.0,1.3333333333333333,3 palabras
ayer les ayudé,"ayer ustedes, yo ayudar",14.0,3.0,3.0,4.0,1.0,23.0,4.0,4.0,4.75,1.0,-1.0,1.3333333333333333,3 palabras
ayer compré esto,ayer yo esto comprar,16.0,3.0,3.0,4.666666666666667,1.0,20.0,4.0,4.0,4.25,1.0,-1.0,1.3333333333333333,3 palabras
ayer vine aquí,ayer aquí ahí yo venir,14.0,3.0,3.0,4.0,1.0,22.0,5.0,5.0,3.6,1.0,-2.0,1.6666666666666667,3 palabras
ellos nos vieron ayer,ayer nosotros ellos ver,21.0,4.0,4.0,4.5,1.0,23.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
me despidieron ayer,ayer yo despedido,19.0,3.0,3.0,5.666666666666667,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
te veremos el próximo lunes,próximo lunes nosotros tú ver,27.0,5.0,5.0,4.6,1.0,29.0,5.0,5.0,5.0,1.0,0.0,1.0,5 palabras
el próximo viernes comeré pizza,próximo viernes yo pizza comer,31.0,5.0,5.0,5.4,1.0,30.0,5.0,5.0,5.2,1.0,0.0,1.0,5 palabras
mi departamento tiene ventanas grandes,departamento mío ventana+ventana+ventana tener,38.0,5.0,5.0,6.8,1.0,46.0,6.0,4.0,6.833333333333333,0.6666666666666666,-1.0,1.2,5 palabras
tu casa es grande,casa tuya grande,17.0,4.0,4.0,3.5,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
tu casa está grande,casa tuya grande,19.0,4.0,4.0,4.0,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
los lentes son negros,lentes negros,21.0,4.0,4.0,4.5,1.0,13.0,2.0,2.0,6.0,1.0,2.0,0.5,4 palabras
los autos,auto ellos,9.0,2.0,2.0,4.0,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
mi hija quiere comer,hijo mujer mía comer querer,20.0,4.0,4.0,4.25,1.0,27.0,5.0,5.0,4.6,1.0,-1.0,1.25,4 palabras
mi hijo quiere comer,hijo mío comer querer,20.0,4.0,4.0,4.25,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
a mi hermana le gusta platicar,hermano mujer mío platicar gustar,30.0,6.0,6.0,4.166666666666667,1.0,33.0,5.0,5.0,5.8,1.0,1.0,0.8333333333333334,6 palabras
a mi hermana no le gusta platicar,hermano mujer mío platicar gustar no,33.0,7.0,7.0,3.857142857142857,1.0,36.0,6.0,6.0,5.166666666666667,1.0,1.0,0.8571428571428571,≥7 palabras
a mi hermano le gusta platicar,hermano mío platicar gustar,30.0,6.0,6.0,4.166666666666667,1.0,27.0,4.0,4.0,6.0,1.0,2.0,0.6666666666666666,6 palabras
a mi hermano no le gusta platicar,hermano mío platicar gustar no,33.0,7.0,7.0,3.857142857142857,1.0,30.0,5.0,5.0,5.2,1.0,2.0,0.7142857142857143,≥7 palabras
a mi abuela no le gusta platicar,abuelo mujer mía platicar gustar no,32.0,7.0,7.0,3.7142857142857144,1.0,35.0,6.0,6.0,5.0,1.0,1.0,0.8571428571428571,≥7 palabras
a mi abuela le gusta platicar,abuelo mujer mía platicar gustar,29.0,6.0,6.0,4.0,1.0,32.0,5.0,5.0,5.6,1.0,1.0,0.8333333333333334,6 palabras
a mi papá le gusta trabajar,papá mío trabajar gustar,27.0,6.0,6.0,3.6666666666666665,1.0,24.0,4.0,4.0,5.25,1.0,2.0,0.6666666666666666,6 palabras
a mi papá no le gusta trabajar,papá mío trabajar gustar no,30.0,7.0,7.0,3.4285714285714284,1.0,27.0,5.0,5.0,4.6,1.0,2.0,0.7142857142857143,≥7 palabras
a mi mamá le gusta pasear,mamá mía pasear gustar,25.0,6.0,6.0,3.3333333333333335,1.0,22.0,4.0,4.0,4.75,1.0,2.0,0.6666666666666666,6 palabras
a mi mamá no le gusta pasear,mamá mío pasear gustar no,28.0,7.0,7.0,3.142857142857143,1.0,25.0,5.0,5.0,4.2,1.0,2.0,0.7142857142857143,≥7 palabras
tu papá tiene una corbata azul,papá tuyo corbata azul tener,30.0,6.0,6.0,4.166666666666667,1.0,28.0,5.0,5.0,4.8,1.0,1.0,0.8333333333333334,6 palabras
tus amigos cuentan chistes graciosos,amigo ellos tuyos chistes graciosos contar,36.0,5.0,5.0,6.4,1.0,42.0,6.0,6.0,6.166666666666667,1.0,-1.0,1.2,5 palabras
tu maestra es inteligente,maestro mujer inteligente tuyo,25.0,4.0,4.0,5.5,1.0,30.0,4.0,4.0,6.75,1.0,0.0,1.0,4 palabras
tu maestro está enojado,maestro enojado tuyo,23.0,4.0,4.0,5.0,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
tu maestro es enojón,maestro enojón tuyo así,20.0,4.0,4.0,4.25,1.0,23.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
tu mamá,mamá tuya,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
tu papá,papá tuyo,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
tu abuelo,abuelo tuyo,9.0,2.0,2.0,4.0,1.0,11.0,2.0,2.0,5.0,1.0,0.0,1.0,2 palabras
tu abuela,abuelo mujer tuya,9.0,2.0,2.0,4.0,1.0,17.0,3.0,3.0,5.0,1.0,-1.0,1.5,2 palabras
tu tío,tío tuyo,6.0,2.0,2.0,2.5,1.0,8.0,2.0,2.0,3.5,1.0,0.0,1.0,2 palabras
tu hijo,hijo tuyo,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
tu hija,hijo mujer tuya,7.0,2.0,2.0,3.0,1.0,15.0,3.0,3.0,4.333333333333333,1.0,-1.0,1.5,2 palabras
tu sobrino,sobrino tuyo,10.0,2.0,2.0,4.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
tus sobrinos,sobrino ellos tuyos,12.0,2.0,2.0,5.5,1.0,19.0,3.0,3.0,5.666666666666667,1.0,-1.0,1.5,2 palabras
tu sobrina,sobrino mujer tuya,10.0,2.0,2.0,4.5,1.0,18.0,3.0,3.0,5.333333333333333,1.0,-1.0,1.5,2 palabras
tus sobrinas,amigo ellos tuyos chistes graciosos contar,12.0,2.0,2.0,5.5,1.0,42.0,6.0,6.0,6.166666666666667,1.0,-4.0,3.0,2 palabras
tu hermano,hermano tuyo,10.0,2.0,2.0,4.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
tu hermana,hermano mujer tuyo,10.0,2.0,2.0,4.5,1.0,18.0,3.0,3.0,5.333333333333333,1.0,-1.0,1.5,2 palabras
tus hermanas,hermano mujer tuyos,12.0,2.0,2.0,5.5,1.0,19.0,3.0,3.0,5.666666666666667,1.0,-1.0,1.5,2 palabras
tu maestro,maestro tuyo,10.0,2.0,2.0,4.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
tu maestra,maestra tuya,10.0,2.0,2.0,4.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
tu primo,primo tuyo,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
tus primos,sobrino ellos tuyos,10.0,2.0,2.0,4.5,1.0,19.0,3.0,3.0,5.666666666666667,1.0,-1.0,1.5,2 palabras
tu prima,primo mujer tuya,8.0,2.0,2.0,3.5,1.0,16.0,3.0,3.0,4.666666666666667,1.0,-1.0,1.5,2 palabras
tus primas,primo mujer ellas tuyas,10.0,2.0,2.0,4.5,1.0,23.0,4.0,4.0,5.0,1.0,-2.0,2.0,2 palabras
tu hermana,hermano mujer tuya,10.0,2.0,2.0,4.5,1.0,18.0,3.0,3.0,5.333333333333333,1.0,-1.0,1.5,2 palabras
tus hermanas,hermano mujer ellas tuyas,12.0,2.0,2.0,5.5,1.0,25.0,4.0,4.0,5.5,1.0,-2.0,2.0,2 palabras
tu tía,tío mujer tuya,6.0,2.0,2.0,2.5,1.0,14.0,3.0,3.0,4.0,1.0,-1.0,1.5,2 palabras
tu abuelo,abuelo tuyo,9.0,2.0,2.0,4.0,1.0,11.0,2.0,2.0,5.0,1.0,0.0,1.0,2 palabras
tus abuelos,abuelo ellos tuyos,11.0,2.0,2.0,5.0,1.0,18.0,3.0,3.0,5.333333333333333,1.0,-1.0,1.5,2 palabras
tu abuela,abuelo mujer tuya,9.0,2.0,2.0,4.0,1.0,17.0,3.0,3.0,5.0,1.0,-1.0,1.5,2 palabras
tus abuelas,abuelo mujer ellas tuyas,11.0,2.0,2.0,5.0,1.0,24.0,4.0,4.0,5.25,1.0,-2.0,2.0,2 palabras
tu amigo,amigo tuyo,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
tus amigos,amigo ellos tuyos,10.0,2.0,2.0,4.5,1.0,17.0,3.0,3.0,5.0,1.0,-1.0,1.5,2 palabras
tu amiga,amigo mujer tuya,8.0,2.0,2.0,3.5,1.0,16.0,3.0,3.0,4.666666666666667,1.0,-1.0,1.5,2 palabras
tus amigas,amigo mujer ellas tuyas,10.0,2.0,2.0,4.5,1.0,23.0,4.0,4.0,5.0,1.0,-2.0,2.0,2 palabras
tu perro,perro tuyo,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
tus perros,perro cl+cl+cl tuyos,10.0,2.0,2.0,4.5,1.0,20.0,5.0,3.0,3.2,0.6,-3.0,2.5,2 palabras
tu gato,gato tuyo,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
tus gatos,gato cl+cl+cl tuyos,9.0,2.0,2.0,4.0,1.0,19.0,5.0,3.0,3.0,0.6,-3.0,2.5,2 palabras
tu novia,novio mujer tuya,8.0,2.0,2.0,3.5,1.0,16.0,3.0,3.0,4.666666666666667,1.0,-1.0,1.5,2 palabras
tu vida,vida tuya,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
tu novio,novio tuyo,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
tu amigo,amigo tuyo,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
tus amigos,primo mujer ellas mías,10.0,2.0,2.0,4.5,1.0,22.0,4.0,4.0,4.75,1.0,-2.0,2.0,2 palabras
tu amiga,amigo mujer tuya,8.0,2.0,2.0,3.5,1.0,16.0,3.0,3.0,4.666666666666667,1.0,-1.0,1.5,2 palabras
tus amigas,amigo mujer ellas tuyas,10.0,2.0,2.0,4.5,1.0,23.0,4.0,4.0,5.0,1.0,-2.0,2.0,2 palabras
su mamá,mamá suya,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
su papá,papá suyo,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
su abuelo,abuelo suyo,9.0,2.0,2.0,4.0,1.0,11.0,2.0,2.0,5.0,1.0,0.0,1.0,2 palabras
su abuela,abuelo mujer suya,9.0,2.0,2.0,4.0,1.0,17.0,3.0,3.0,5.0,1.0,-1.0,1.5,2 palabras
su tío,tío suyo,6.0,2.0,2.0,2.5,1.0,8.0,2.0,2.0,3.5,1.0,0.0,1.0,2 palabras
su tía,tío mujer suyo,6.0,2.0,2.0,2.5,1.0,14.0,3.0,3.0,4.0,1.0,-1.0,1.5,2 palabras
su hijo,hijo suyo,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
sus hijos,hijo ellos suyos,9.0,2.0,2.0,4.0,1.0,16.0,3.0,3.0,4.666666666666667,1.0,-1.0,1.5,2 palabras
su hija,hijo mujer suya,7.0,2.0,2.0,3.0,1.0,15.0,3.0,3.0,4.333333333333333,1.0,-1.0,1.5,2 palabras
sus hijas,hijo mujer ellas suya,9.0,2.0,2.0,4.0,1.0,21.0,4.0,4.0,4.5,1.0,-2.0,2.0,2 palabras
su sobrino,sobrino suyo,10.0,2.0,2.0,4.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
su sobrina,sobrino mujer suya,10.0,2.0,2.0,4.5,1.0,18.0,3.0,3.0,5.333333333333333,1.0,-1.0,1.5,2 palabras
sus sobrinas,sobrino mujer ellas suyas,12.0,2.0,2.0,5.5,1.0,25.0,4.0,4.0,5.5,1.0,-2.0,2.0,2 palabras
su hermano,hermano suyo,10.0,2.0,2.0,4.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
sus hermanos,hermano ellos suyos,12.0,2.0,2.0,5.5,1.0,19.0,3.0,3.0,5.666666666666667,1.0,-1.0,1.5,2 palabras
su primo,primo suyo,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
sus primos,primo mujer ellas tuyas,10.0,2.0,2.0,4.5,1.0,23.0,4.0,4.0,5.0,1.0,-2.0,2.0,2 palabras
su prima es baja,primo mujer suya baja,16.0,4.0,4.0,3.25,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
su prima,primo mujer suya,8.0,2.0,2.0,3.5,1.0,16.0,3.0,3.0,4.666666666666667,1.0,-1.0,1.5,2 palabras
sus primas,primo mujer ellas suyas,10.0,2.0,2.0,4.5,1.0,23.0,4.0,4.0,5.0,1.0,-2.0,2.0,2 palabras
su hermana,hermano mujer suya,10.0,2.0,2.0,4.5,1.0,18.0,3.0,3.0,5.333333333333333,1.0,-1.0,1.5,2 palabras
su tía,tío mujer suya,6.0,2.0,2.0,2.5,1.0,14.0,3.0,3.0,4.0,1.0,-1.0,1.5,2 palabras
su abuelo,abuelo suyo,9.0,2.0,2.0,4.0,1.0,11.0,2.0,2.0,5.0,1.0,0.0,1.0,2 palabras
su abuelo es viejo,abuelo suyo viejo,18.0,4.0,4.0,3.75,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
su amigo es inteligente,amigo suyo inteligente,23.0,4.0,4.0,5.0,1.0,22.0,3.0,3.0,6.666666666666667,1.0,1.0,0.75,4 palabras
sus amigos,hijo ellos suyo,10.0,2.0,2.0,4.5,1.0,15.0,3.0,3.0,4.333333333333333,1.0,-1.0,1.5,2 palabras
su amigo,amigo suyo,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
yo soy alta,yo alta,11.0,3.0,3.0,3.0,1.0,7.0,2.0,2.0,3.0,1.0,1.0,0.6666666666666666,3 palabras
tú eres alta,tú alta,12.0,3.0,3.0,3.3333333333333335,1.0,7.0,2.0,2.0,3.0,1.0,1.0,0.6666666666666666,3 palabras
somos altos,nosotros altos,11.0,2.0,2.0,5.0,1.0,14.0,2.0,2.0,6.5,1.0,0.0,1.0,2 palabras
ustedes son altos,ustedes altos,17.0,3.0,3.0,5.0,1.0,13.0,2.0,2.0,6.0,1.0,1.0,0.6666666666666666,3 palabras
ellos son altos,ellos altos,15.0,3.0,3.0,4.333333333333333,1.0,11.0,2.0,2.0,5.0,1.0,1.0,0.6666666666666666,3 palabras
ellas son altas,ellas altas,15.0,3.0,3.0,4.333333333333333,1.0,11.0,2.0,2.0,5.0,1.0,1.0,0.6666666666666666,3 palabras
mi mamá es alta,mamá alta,15.0,4.0,4.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,2.0,0.5,4 palabras
mi papá es alto,papá alto,15.0,4.0,4.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,2.0,0.5,4 palabras
mi hermano es alto,hermano alto,18.0,4.0,4.0,3.75,1.0,12.0,2.0,2.0,5.5,1.0,2.0,0.5,4 palabras
mi hermana es alta,hermana alta,18.0,4.0,4.0,3.75,1.0,12.0,2.0,2.0,5.5,1.0,2.0,0.5,4 palabras
mi novio es alto,novio alto,16.0,4.0,4.0,3.25,1.0,10.0,2.0,2.0,4.5,1.0,2.0,0.5,4 palabras
él es alto,él alto,10.0,3.0,3.0,2.6666666666666665,1.0,7.0,2.0,2.0,3.0,1.0,1.0,0.6666666666666666,3 palabras
mi novia es alta,novia alta,16.0,4.0,4.0,3.25,1.0,10.0,2.0,2.0,4.5,1.0,2.0,0.5,4 palabras
el niño es alto,niño alto,15.0,4.0,4.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,2.0,0.5,4 palabras
la niña es alta,niña alta,15.0,4.0,4.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,2.0,0.5,4 palabras
los niños son altos,niño ellos altos,19.0,4.0,4.0,4.0,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
las niñas son altas,niña ellas altas,19.0,4.0,4.0,4.0,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
su amiga es alta,amigo mujer suya alta,16.0,4.0,4.0,3.25,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
su amiga,amigo suya,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
su casa es blanca,casa suya blanca,17.0,4.0,4.0,3.5,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
su perro es café,perro suyo café,16.0,4.0,4.0,3.25,1.0,15.0,3.0,3.0,4.333333333333333,1.0,1.0,0.75,4 palabras
los perros son agresivos,perro cl+cl+cl agresivos,24.0,4.0,4.0,5.25,1.0,24.0,5.0,3.0,4.0,0.6,-1.0,1.25,4 palabras
los perros juegan en el parque,parque ahí perro cl+cl+cl jugar,30.0,6.0,6.0,4.166666666666667,1.0,31.0,7.0,5.0,3.5714285714285716,0.7142857142857143,-1.0,1.1666666666666667,6 palabras
sus perros son pequeños,perro cl+cl+cl suyos pequeños,23.0,4.0,4.0,5.0,1.0,29.0,6.0,4.0,4.0,0.6666666666666666,-2.0,1.5,4 palabras
su gato es blanco,gato suyo blanco,17.0,4.0,4.0,3.5,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
su perro,perro suyo,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
sus perros,perro cl+cl+cl suyos,10.0,2.0,2.0,4.5,1.0,20.0,5.0,3.0,3.2,0.6,-3.0,2.5,2 palabras
su gato,gato suyo,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
sus gatos,gato cl+cl+cl suyo,9.0,2.0,2.0,4.0,1.0,18.0,5.0,3.0,2.8,0.6,-3.0,2.5,2 palabras
su familia,familia suya,10.0,2.0,2.0,4.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
su casa,casa suya,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
su novio,novio suyo,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
su novio es guapo,novio suyo guapo,17.0,4.0,4.0,3.5,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
su novia,novia suya,8.0,2.0,2.0,3.5,1.0,10.0,2.0,2.0,4.5,1.0,0.0,1.0,2 palabras
su novia es celosa,novio mujer suya celosa,18.0,4.0,4.0,3.75,1.0,23.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
su vida,vida suya,7.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,0.0,1.0,2 palabras
su maestra,maestra suya,10.0,2.0,2.0,4.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
su maestro,maestro suyo,10.0,2.0,2.0,4.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
nombre,nombre,6.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,0.0,1.0,1 palabra
nuestra mamá,mamá nuestra,12.0,2.0,2.0,5.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
nuestro papá,papá nuestro,12.0,2.0,2.0,5.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
nuestro abuelo,abuelo nuestro,14.0,2.0,2.0,6.5,1.0,14.0,2.0,2.0,6.5,1.0,0.0,1.0,2 palabras
nuestra abuela,abuela nuestra,14.0,2.0,2.0,6.5,1.0,14.0,2.0,2.0,6.5,1.0,0.0,1.0,2 palabras
nuestro tío,tío nuestro,11.0,2.0,2.0,5.0,1.0,11.0,2.0,2.0,5.0,1.0,0.0,1.0,2 palabras
nuestro hijo,hijo nuestro,12.0,2.0,2.0,5.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
nuestra hija,hijo mujer nuestra,12.0,2.0,2.0,5.5,1.0,18.0,3.0,3.0,5.333333333333333,1.0,-1.0,1.5,2 palabras
nuestro sobrino,sobrino nuestro,15.0,2.0,2.0,7.0,1.0,15.0,2.0,2.0,7.0,1.0,0.0,1.0,2 palabras
nuestra sobrina,sobrino mujer nuestra,15.0,2.0,2.0,7.0,1.0,21.0,3.0,3.0,6.333333333333333,1.0,-1.0,1.5,2 palabras
nuestro hermano,hermano suyo,15.0,2.0,2.0,7.0,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
nuestro primo,primo nuestro,13.0,2.0,2.0,6.0,1.0,13.0,2.0,2.0,6.0,1.0,0.0,1.0,2 palabras
nuestra prima,primo mujer nuestra,13.0,2.0,2.0,6.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,-1.0,1.5,2 palabras
nuestra hermana,hermano mujer nuestra,15.0,2.0,2.0,7.0,1.0,21.0,3.0,3.0,6.333333333333333,1.0,-1.0,1.5,2 palabras
nuestra tía,tío mujer nuestra,11.0,2.0,2.0,5.0,1.0,17.0,3.0,3.0,5.0,1.0,-1.0,1.5,2 palabras
nuestro abuelo,abuelo nuestro,14.0,2.0,2.0,6.5,1.0,14.0,2.0,2.0,6.5,1.0,0.0,1.0,2 palabras
nuestra abuela,abuelo mujer nuestra,14.0,2.0,2.0,6.5,1.0,20.0,3.0,3.0,6.0,1.0,-1.0,1.5,2 palabras
nuestro amigo,amigo nuestro,13.0,2.0,2.0,6.0,1.0,13.0,2.0,2.0,6.0,1.0,0.0,1.0,2 palabras
nuestra amiga,amigo mujer nuestra,13.0,2.0,2.0,6.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,-1.0,1.5,2 palabras
nuestro perro,perro nuestro,13.0,2.0,2.0,6.0,1.0,13.0,2.0,2.0,6.0,1.0,0.0,1.0,2 palabras
nuestro gato,gato nuestro,12.0,2.0,2.0,5.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
nuestra familia,familia nuestra,15.0,2.0,2.0,7.0,1.0,15.0,2.0,2.0,7.0,1.0,0.0,1.0,2 palabras
nuestra casa,casa nuestra,12.0,2.0,2.0,5.5,1.0,12.0,2.0,2.0,5.5,1.0,0.0,1.0,2 palabras
nuestro novio,novio nuestro,13.0,2.0,2.0,6.0,1.0,13.0,2.0,2.0,6.0,1.0,0.0,1.0,2 palabras
nuestra novia,novio mujer nuestra,13.0,2.0,2.0,6.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,-1.0,1.5,2 palabras
ella se peina,ella peinar,13.0,3.0,3.0,3.6666666666666665,1.0,11.0,2.0,2.0,5.0,1.0,1.0,0.6666666666666666,3 palabras
la niña se peina,niño mujer ella peinar,16.0,4.0,4.0,3.25,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
la mujer se arrepiente,mujer ella arrepentir,22.0,4.0,4.0,4.75,1.0,21.0,3.0,3.0,6.333333333333333,1.0,1.0,0.75,4 palabras
la maestra se queja,maestro mujer ella quejar,19.0,4.0,4.0,4.0,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
mi papá se enoja,papá mío enojado,16.0,4.0,4.0,3.25,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
él se baña,él bañar,10.0,3.0,3.0,2.6666666666666665,1.0,8.0,2.0,2.0,3.5,1.0,1.0,0.6666666666666666,3 palabras
ella se viste,ella vestir,13.0,3.0,3.0,3.6666666666666665,1.0,11.0,2.0,2.0,5.0,1.0,1.0,0.6666666666666666,3 palabras
el niño se peina,niño él peinar,16.0,4.0,4.0,3.25,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
el hombre se arrepiente,hombre él arrepentir,23.0,4.0,4.0,5.0,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
el maestro se queja,maestro él quejar,19.0,4.0,4.0,4.0,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
mi mamá se molesta,mamá mía molestar,18.0,4.0,4.0,3.75,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
ella se baña,ella bañar,12.0,3.0,3.0,3.3333333333333335,1.0,10.0,2.0,2.0,4.5,1.0,1.0,0.6666666666666666,3 palabras
tu papá se peina,papá tuyo peinar,16.0,4.0,4.0,3.25,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
él se queja,él quejar,11.0,3.0,3.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,1.0,0.6666666666666666,3 palabras
ella se divierte,ella divertir,16.0,3.0,3.0,4.666666666666667,1.0,13.0,2.0,2.0,6.0,1.0,1.0,0.6666666666666666,3 palabras
él se divierte,él divertir,14.0,3.0,3.0,4.0,1.0,11.0,2.0,2.0,5.0,1.0,1.0,0.6666666666666666,3 palabras
el hombre se peina,hombre él peinar,18.0,4.0,4.0,3.75,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
tú te admiras a ti mismo,tú solita admirar,24.0,6.0,6.0,3.1666666666666665,1.0,17.0,3.0,3.0,5.0,1.0,3.0,0.5,6 palabras
yo me amo a mí misma,yo solita amar,20.0,6.0,6.0,2.5,1.0,14.0,3.0,3.0,4.0,1.0,3.0,0.5,6 palabras
tú te amas a ti mismo,tú solito amar,21.0,6.0,6.0,2.6666666666666665,1.0,14.0,3.0,3.0,4.0,1.0,3.0,0.5,6 palabras
